name,site_name,most_popular_mainset,most_popular_offset,most_popular_slot2,most_popular_slot4,most_popular_slot6,stats_priority,main_sets,offset_sets,slot2s,slot4s,slot6s,HP_value,ATK_value,DEF_value,SPD_value,CR_value,CD_value,ACC_value,RES_value,error,top_2_sub_stats,top_3_sub_stats,top_4_sub_stats
Roger,Roger,FATAL,BLADE,ATK,CD,ATK,ACC > CR > RES > HP > SPD > DEF > ATK > CD,FATAL > SWIFT > DESPAIR > VAMPIRE,BLADE > DESTROY > SHIELD > Unknown,ATK > SPD,CD > CR,ATK > X,1.86,1.14,1.17,1.78,2.16,1.0,2.16,1.95,,ACC > CR,ACC > CR > RES,ACC > CR > RES > HP
Roid,Roid,VIOLENT,DESTROY,SPD,HP,HP,SPD > ACC > HP > CR > DEF > ATK > RES > CD,VIOLENT > DESTROY > SWIFT,DESTROY > WILL > BLADE > NEMESIS > Unknown,SPD > HP > DEF,HP > CR > CD > DEF,HP,2.32,1.39,1.58,3.59,1.91,1.0,2.34,1.33,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Rosemary / Water Espresso Cookie,Rosemary / Water Espresso Cookie,DESPAIR,Unknown,SPD,CD,ATK,CR > ACC > SPD > ATK > HP > DEF > RES > CD,DESPAIR > WILL > DESTROY > FATAL > FOCUS > SWIFT > UNKNOWN,Unknown > BLADE > FOCUS > WILL,SPD > ATK > CD > HP,CD > ATK > ACC,ATK > Unknown > HP,1.45,1.74,1.15,1.94,3.09,1.0,2.43,1.1,,CR > ACC,CR > ACC > SPD,CR > ACC > SPD > ATK
Rumicus,Rumicus,DESPAIR,Unknown,ATK,ATK,ATK,CR > ACC > HP > SPD > RES > DEF > ATK > CD,DESPAIR > FATAL > NEMESIS > VIOLENT,Unknown > BLADE > REVENGE,ATK > DEF > SPD,ATK > CD,ATK,2.45,1.08,1.23,1.59,3.38,1.0,2.45,1.29,,CR > ACC,CR > ACC > HP,CR > ACC > HP > SPD
Ryan,Ryan,VAMPIRE,REVENGE,SPD,CD,ATK,CR > SPD > HP > ACC > ATK > RES > CD > DEF,VAMPIRE > VIOLENT > ENDURE > SWIFT > ENERGY > FATAL > RAGE > REVENGE > DESTROY > NEMESIS > SHIELD,REVENGE > WILL > BLADE > DESTROY > FOCUS > NEMESIS > GUARD > SHIELD > ENDURE > ENHANCE > Unknown,SPD > ATK > HP,CD > CR > ATK,ATK > HP > RES,1.58,1.2,1.0,1.96,3.61,1.03,1.42,1.05,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ACC
Sabrina,Sabrina,VIOLENT,WILL,SPD,CD,ATK,CR > SPD > ACC > HP > ATK > DEF > CD > RES,VIOLENT > SWIFT > FATAL > VAMPIRE > RAGE,WILL > BLADE > DESTROY > REVENGE > Unknown > ENDURE > FOCUS > NEMESIS > SHIELD,SPD > ATK > HP,CD > ATK > CR,ATK > DEF > HP > X,1.65,1.46,1.18,2.85,5.25,1.06,1.65,1.0,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > HP
Sadiel and Zeryah,Sadiel and Zeryah,DESPAIR,Unknown,SPD,HP,HP,ACC > SPD > RES > HP > CR > DEF > ATK > CD,DESPAIR > FOCUS > VIOLENT > WILL,Unknown > NEMESIS > WILL,SPD > DEF,HP > DEF,HP > DEF > RES,1.78,1.39,1.45,2.91,1.52,1.0,8.0,2.46,,ACC > SPD,ACC > SPD > RES,ACC > SPD > RES > HP
Sagar / Wind M. Bison,Sagar / Wind M. Bison,VIOLENT,WILL,SPD,HP,HP,SPD > ACC > HP > CR > DEF > ATK > RES > CD,VIOLENT > SWIFT > REVENGE,WILL > Unknown > DESTROY > FOCUS > ENERGY > NEMESIS > REVENGE > ENDURE > SHIELD,SPD > HP > ATK,HP > CD > CR > DEF,HP > ACC > X > ATK > DEF,2.05,1.44,1.57,4.2,1.64,1.0,2.69,1.29,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Sahara,Sahara,VIOLENT,SHIELD,HP,HP,HP,RES > CR > ACC > HP > SPD > DEF > ATK > CD,VIOLENT > VAMPIRE > BLADE > ENDURE > ENERGY > FOCUS > GUARD > UNKNOWN,SHIELD > Unknown > DESTROY > ENDURE > REVENGE > BLADE > ENERGY > GUARD,HP > SPD > ATK,HP > CR > DEF,HP > DEF > RES,1.62,1.14,1.35,1.49,2.33,1.0,2.29,2.8,,RES > CR,RES > CR > ACC,RES > CR > ACC > HP
Salah / Dark Bayek,Salah / Dark Bayek,VIOLENT,WILL,SPD,HP,HP,ACC > CR > HP > DEF > SPD > RES > ATK > CD,VIOLENT > DESTROY > FOCUS,WILL > REVENGE > Unknown,SPD > HP,HP,HP,1.89,1.24,1.64,1.57,2.12,1.0,4.5,1.44,,ACC > CR,ACC > CR > HP,ACC > CR > HP > DEF
Samour,Samour,SWIFT,ENDURE,ATK,CR,DEF,ACC > CR > RES > SPD > CD > HP > ATK > DEF,SWIFT,ENDURE,ATK,CR,DEF,1.33,1.14,1.0,2.0,4.0,1.6,8.0,2.67,,ACC > CR,ACC > CR > RES,ACC > CR > RES > SPD
Sath,Sath,VIOLENT,WILL,SPD,HP,HP,ACC > SPD > HP > DEF > RES > CR > ATK > CD,VIOLENT > WILL > DESPAIR > SWIFT > ENDURE > FOCUS > SHIELD > ENERGY > FIGHT > GUARD > RAGE,WILL > Unknown > FOCUS > FIGHT > ACCURACY > ENERGY > SHIELD > BLADE > ENDURE > GUARD > NEMESIS,SPD > HP > ATK > DEF,HP > DEF > CD > CR > ATK > X,HP > ACC > ATK > RES,1.9,1.28,1.68,3.03,1.38,1.0,3.96,1.42,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > DEF
Savannah,Savannah,VIOLENT,WILL,SPD,CD,ATK,SPD > CR > ACC > HP > ATK > DEF > CD > RES,VIOLENT > SWIFT,WILL > BLADE > Unknown > FOCUS > ENDURE > NEMESIS,SPD > HP,CD > CR > ATK > HP,ATK > ACC > HP > DEF,1.86,1.69,1.22,3.53,3.45,1.06,1.86,1.0,,SPD > CR,SPD > CR > ACC,SPD > CR > ACC > HP
Scarlett,Scarlett,DESPAIR,WILL,SPD,CD,ATK,CR > SPD > ACC > HP > ATK > DEF > CD > RES,DESPAIR > SWIFT > VIOLENT > FATAL > RAGE > BLADE > DESTROY > WILL > ENHANCE > GUARD > NEMESIS > REVENGE > SHIELD > VAMPIRE,WILL > Unknown > BLADE > FOCUS > DESTROY > ENERGY > REVENGE > ACCURACY > GUARD > NEMESIS > SHIELD,SPD > ATK > HP > DEF,CD > ATK > CR > DEF > HP,ATK > HP > DEF > ACC > Unknown,1.57,1.27,1.16,2.41,3.81,1.12,2.11,1.0,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > HP
Seal,Seal,UNKNOWN,Unknown,SPD,HP,HP,SPD > RES > HP > DEF > ACC > ATK > CR > CD,UNKNOWN,Unknown,SPD,HP,HP,2.67,1.33,2.0,8.0,1.14,1.0,1.6,4.0,,SPD > RES,SPD > RES > HP,SPD > RES > HP > DEF
Seara,Seara,VIOLENT,WILL,SPD,CR,HP,ACC > SPD > HP > ATK > DEF > CR > RES > CD,VIOLENT > SWIFT,WILL > REVENGE > Unknown > FOCUS > BLADE > ENDURE > FIGHT,SPD > ATK > HP,CR > ATK > CD,HP > ATK > DEF,2.15,1.62,1.48,3.3,1.4,1.0,4.68,1.07,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > ATK
Seimei,Seimei,VIOLENT,WILL,SPD,HP,HP,SPD > RES > HP > ACC > DEF > CR > ATK > CD,VIOLENT > DESPAIR > ENDURE > FIGHT,WILL > NEMESIS > ENHANCE > FIGHT > FOCUS > REVENGE > SHIELD,SPD > HP,HP > DEF,HP > RES > DEF,2.23,1.11,1.89,3.25,1.29,1.0,2.1,2.65,,SPD > RES,SPD > RES > HP,SPD > RES > HP > ACC
Sekhmet,Sekhmet,SWIFT,WILL,SPD,CD,HP,SPD > HP > ACC > CR > DEF > ATK > RES > CD,SWIFT > VIOLENT > DESPAIR,WILL > Unknown > ENERGY > FOCUS > DESTROY > ENDURE > GUARD > SHIELD,SPD > ATK,CD > HP > DEF > CR > ATK > X,HP > ACC > ATK > DEF > RES > X,2.08,1.39,1.6,3.41,1.69,1.0,1.8,1.23,,SPD > HP,SPD > HP > ACC,SPD > HP > ACC > CR
Selena,Selena,FATAL,BLADE,SPD,CD,ATK,ACC > CR > SPD > HP > ATK > DEF > RES > CD,FATAL > VIOLENT > SWIFT > SHIELD > DESPAIR > GUARD > RAGE > VAMPIRE > WILL,BLADE > REVENGE > WILL > FOCUS > Unknown > ENDURE > ENERGY > GUARD > SHIELD,SPD > ATK > CD > DEF > HP,CD > ATK > CR > HP > DEF,ATK > ACC > HP > DEF > Unknown,1.51,1.25,1.22,2.05,2.05,1.0,2.73,1.16,,ACC > CR,ACC > CR > SPD,ACC > CR > SPD > HP
Sera,Sera,VIOLENT,REVENGE,SPD,CD,ATK,CR > ACC > SPD > HP > ATK > DEF > RES > CD,VIOLENT > FOCUS > SWIFT > BLADE > DESPAIR > FATAL > RAGE > SHIELD > ENDURE > ENERGY > FIGHT > GUARD > NEMESIS > REVENGE > UNKNOWN > WILL,REVENGE > BLADE > SHIELD > FOCUS > GUARD > NEMESIS > Unknown > WILL > DESTROY > DETERMINATION > ENDURE > ENERGY,SPD > ATK > HP,CD > ATK > CR > HP > DEF,ATK > DEF > HP > ACC,1.53,1.17,1.15,1.69,3.33,1.0,2.06,1.04,,CR > ACC,CR > ACC > SPD,CR > ACC > SPD > HP
Seren,Seren,REVENGE,REVENGE,SPD,CD,ATK,ACC > CR > RES > SPD > HP > ATK > DEF > CD,REVENGE > VIOLENT > BLADE > FATAL > FOCUS > GUARD > ENDURE > NEMESIS,REVENGE > ENDURE > BLADE > FOCUS > Unknown > SHIELD,SPD > ATK > DEF > HP,CD > DEF > HP > ATK > CR,ATK > HP > DEF > ACC,1.47,1.25,1.14,1.57,2.74,1.0,3.61,1.63,,ACC > CR,ACC > CR > RES,ACC > CR > RES > SPD
Shaffron,Shaffron,FATAL,BLADE,SPD,CD,ATK,CR > SPD > ATK > HP > ACC > RES > CD > DEF,FATAL > NEMESIS > RAGE > VAMPIRE > VIOLENT > SHIELD > DESTROY > ENHANCE > GUARD > SWIFT > WILL,BLADE > WILL > DESTROY > ENERGY > NEMESIS > Unknown > GUARD > REVENGE > SHIELD,SPD > ATK > DEF > HP,CD > CR > DEF,ATK > DEF > HP,1.31,1.35,1.0,1.9,4.23,1.03,1.13,1.05,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Shahat / Wind Bayek,Shahat / Wind Bayek,VIOLENT,REVENGE,SPD,HP,HP,ACC > HP > SPD > CR > RES > DEF > ATK > CD,VIOLENT > ENDURE > REVENGE > UNKNOWN > DESTROY > FATAL > GUARD > VAMPIRE,REVENGE > Unknown > ENERGY > GUARD > WILL > DESTROY > ENDURE > NEMESIS,SPD > HP,HP > CD > DEF > ATK > CR,HP > DEF > Unknown > ACC > ATK,2.34,1.39,1.44,2.18,1.72,1.0,2.76,1.48,,ACC > HP,ACC > HP > SPD,ACC > HP > SPD > CR
Shailoq,Shailoq,SWIFT,Unknown,HP,HP,HP,ACC > CR > HP > SPD > RES > DEF > ATK > CD,SWIFT > VIOLENT > ENERGY > GUARD > UNKNOWN > BLADE > FOCUS > NEMESIS > REVENGE > SHIELD > WILL,Unknown > ENERGY > ENDURE > GUARD > REVENGE > DESTROY > FOCUS > SHIELD > WILL,HP > SPD > DEF,HP > CD > CR > ATK > DEF,HP > ACC > ATK > DEF,1.86,1.21,1.24,1.7,2.06,1.0,2.43,1.56,,ACC > CR,ACC > CR > HP,ACC > CR > HP > SPD
Shaina,Shaina,SWIFT,WILL,SPD,HP,HP,SPD > HP > ACC > CR > ATK > DEF > RES > CD,SWIFT > VIOLENT > REVENGE,WILL > Unknown > NEMESIS > BLADE,SPD > HP,HP > CD > CR > DEF > ATK,HP > ATK > DEF > ACC > X,2.41,1.69,1.57,4.9,1.79,1.0,2.31,1.08,,SPD > HP,SPD > HP > ACC,SPD > HP > ACC > CR
Shakan,Shakan,REVENGE,REVENGE,SPD,HP,HP,ACC > SPD > RES > CR > HP > DEF > CD > ATK,REVENGE > VIOLENT > VAMPIRE > ENDURE > SWIFT > DESTROY > ENERGY > FIGHT > FOCUS > SHIELD,REVENGE > Unknown > ENDURE > ACCURACY > BLADE > ENERGY > FOCUS > NEMESIS > SHIELD > WILL,SPD > HP > DEF,HP > CD > CR > DEF,HP > DEF > ACC,1.57,1.0,1.07,2.26,1.61,1.02,2.63,1.72,,ACC > SPD,ACC > SPD > RES,ACC > SPD > RES > CR
Shamann,Shamann,VIOLENT,BLADE,SPD,CD,ATK,CR > SPD > ATK > HP > CD > DEF > ACC > RES,VIOLENT > SWIFT > RAGE > ENDURE > BLADE > FATAL > GUARD > NEMESIS > REVENGE > SHIELD > WILL,BLADE > REVENGE > Unknown > ENDURE > WILL > DESTROY > GUARD > NEMESIS,SPD > HP > ATK,CD > DEF > CR > HP,ATK > HP > DEF,1.41,1.59,1.17,2.14,4.4,1.28,1.04,1.0,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Shamar,Shamar,,,,,,,,,,,,,,,,,,,,Failed to process player data for Shamar.,,,
Shan,Shan,SWIFT,WILL,SPD,CD,ATK,CR > SPD > HP > ACC > ATK > DEF > RES > CD,SWIFT > VIOLENT > VAMPIRE,WILL > BLADE > Unknown > FOCUS,SPD,CD > CR > HP > DEF,ATK > HP > ACC > DEF,1.65,1.52,1.22,3.21,3.25,1.0,1.62,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ACC
Shannon,Shannon,SWIFT,WILL,SPD,HP,HP,SPD > ACC > RES > CR > ATK > DEF > HP > CD,SWIFT > DESPAIR > GUARD > WILL > FIGHT > NEMESIS > SHIELD > ENERGY > VIOLENT,WILL > ENDURE > ENERGY > FIGHT > SHIELD > GUARD > NEMESIS > Unknown > BLADE > ENHANCE > FOCUS > REVENGE,SPD > HP,HP > DEF > X > CD > CR,HP > DEF > ACC > RES > ATK,1.11,1.28,1.22,3.2,1.51,1.0,2.76,2.0,,SPD > ACC,SPD > ACC > RES,SPD > ACC > RES > CR
Sharman,Sharman,REVENGE,REVENGE,DEF,DEF,DEF,ACC > RES > HP > SPD > DEF > CR > ATK > CD,REVENGE > FOCUS > ENERGY > GUARD > ENDURE > RAGE > VIOLENT,REVENGE > FOCUS > BLADE > DETERMINATION > ENDURE > ENERGY > Unknown,DEF > SPD > HP,DEF > HP > CD > CR,DEF > HP > ACC,2.12,1.06,1.34,2.07,1.21,1.0,4.03,2.25,,ACC > RES,ACC > RES > HP,ACC > RES > HP > SPD
Sharron,Sharron,FOCUS,Unknown,ATK,CD,ATK,CR > ACC > SPD > HP > DEF > RES > ATK > CD,FOCUS > BLADE > FATAL > SWIFT > DESPAIR > ENHANCE > RAGE > SHIELD > VAMPIRE > VIOLENT > WILL,Unknown > ENERGY > BLADE > FOCUS > REVENGE > SHIELD > ENDURE > GUARD > NEMESIS > WILL,ATK > SPD > DEF,CD > ATK > CR > HP,ATK > HP > DEF > RES,1.31,1.08,1.26,1.52,3.41,1.0,1.58,1.09,,CR > ACC,CR > ACC > SPD,CR > ACC > SPD > HP
Shazam,Shazam,VIOLENT,WILL,SPD,HP,HP,SPD > ACC > HP > CR > DEF > RES > ATK > CD,VIOLENT > DESPAIR > SWIFT,WILL > DESTROY > NEMESIS > REVENGE > SHIELD > ACCURACY > ENERGY,SPD > HP,HP > CD > CR > DEF,HP,2.67,1.14,1.56,3.65,1.84,1.0,2.7,1.31,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Shi Hou,Shi Hou,SWIFT,WILL,SPD,CD,ATK,CR > SPD > HP > ACC > ATK > DEF > CD > RES,SWIFT > VIOLENT,WILL > Unknown > BLADE > FOCUS > REVENGE,SPD > ATK > HP,CD > CR,ATK > HP > ACC > DEF,1.94,1.41,1.28,3.9,3.96,1.02,1.82,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ACC
Shihwa,Shihwa,VIOLENT,WILL,SPD,CD,ATK,SPD > CR > ACC > HP > ATK > RES > DEF > CD,VIOLENT > FIGHT > SWIFT > VAMPIRE > RAGE > REVENGE > DESPAIR > FOCUS,WILL > FIGHT > REVENGE > Unknown > BLADE > DESTROY > ENERGY > NEMESIS > SHIELD,SPD > ATK > DEF > HP,CD > HP > DEF > ATK > CR,ATK > HP > ACC > Unknown,1.64,1.33,1.13,2.3,2.19,1.0,1.93,1.15,,SPD > CR,SPD > CR > ACC,SPD > CR > ACC > HP
Shimitae,Shimitae,SWIFT,Unknown,SPD,CD,ATK,SPD > CR > ACC > HP > ATK > DEF > CD > RES,SWIFT > DESPAIR > FATAL > RAGE > VAMPIRE > VIOLENT > WILL,Unknown > WILL > BLADE > ENERGY > FIGHT > FOCUS,SPD > ATK,CD > ATK > CR,ATK > ACC > DEF > HP > X,1.52,1.45,1.14,3.79,3.74,1.04,1.52,1.0,,SPD > CR,SPD > CR > ACC,SPD > CR > ACC > HP
Shizuka,Shizuka,VIOLENT,WILL,SPD,HP,HP,SPD > HP > ACC > DEF > RES > CR > ATK > CD,VIOLENT > SWIFT > WILL > ENDURE > ACCURACY > DESPAIR > FATAL > SHIELD,WILL > SHIELD > ENDURE > ENERGY > DESTROY > ACCURACY > FOCUS > Unknown,SPD > ATK > DEF > HP,HP > CD > DEF > ATK > X,HP > DEF > ATK > ACC > RES > X,2.12,1.4,1.62,3.53,1.48,1.0,1.85,1.57,,SPD > HP,SPD > HP > ACC,SPD > HP > ACC > DEF
Shren,Shren,SWIFT,WILL,SPD,CD,ATK,CR > SPD > ATK > HP > CD > ACC > RES > DEF,SWIFT > FATAL > RAGE > VIOLENT > GUARD > BLADE > DESTROY > DETERMINATION > ENERGY > ENHANCE > NEMESIS > SHIELD > VAMPIRE,WILL > BLADE > DESTROY > ENERGY > ENDURE > NEMESIS > Unknown > FIGHT > SHIELD,SPD > ATK > DEF > HP,CD > CR,ATK > HP > DEF,1.37,1.56,1.0,2.52,5.89,1.15,1.04,1.02,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Shumar,Shumar,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > ATK > CD > HP > ACC > RES > DEF,SWIFT > VAMPIRE > FATAL > ENDURE > RAGE > WILL,BLADE > REVENGE > Unknown > ENERGY > ENDURE > ACCURACY > NEMESIS > WILL,SPD > ATK,CD,ATK,1.15,1.4,1.0,2.47,5.88,1.28,1.02,1.01,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > CD
Shun,Shun,VIOLENT,WILL,SPD,CD,ATK,SPD > CR > ACC > HP > ATK > DEF > CD > RES,VIOLENT > DESPAIR > RAGE > SWIFT,WILL > DESTROY > REVENGE,SPD > ATK,CD > CR > ATK,ATK > HP,1.69,1.48,1.11,2.68,2.27,1.02,1.9,1.0,,SPD > CR,SPD > CR > ACC,SPD > CR > ACC > HP
Shushu,Shushu,VIOLENT,WILL,SPD,HP,HP,SPD > RES > HP > DEF > ACC > CR > ATK > CD,VIOLENT > SWIFT > NEMESIS > REVENGE > ENDURE > WILL,WILL > REVENGE > ENDURE > ENERGY > GUARD > NEMESIS > SHIELD > Unknown,SPD > HP > DEF,HP > DEF,HP > DEF > RES,2.36,1.21,1.62,3.27,1.38,1.0,1.39,3.06,,SPD > RES,SPD > RES > HP,SPD > RES > HP > DEF
Sia,Sia,DESPAIR,ENERGY,ATK,CD,ACC,CR > ACC > RES > SPD > DEF > ATK > HP > CD,DESPAIR > VIOLENT,ENERGY > REVENGE,ATK > SPD,CD > HP,ACC > ATK,1.45,1.6,1.78,2.0,5.33,1.0,2.67,2.0,,CR > ACC,CR > ACC > RES,CR > ACC > RES > SPD
Siamese,Siamese,VIOLENT,DESTROY,SPD,HP,HP,ACC > SPD > HP > CR > RES > DEF > ATK > CD,VIOLENT > REVENGE > DESPAIR > ENERGY,DESTROY > ENERGY > NEMESIS > REVENGE > FOCUS > SHIELD > Unknown,SPD > HP > DEF,HP > CD,HP > ATK,2.0,1.42,1.58,2.18,1.81,1.0,3.16,1.63,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > CR
Sian,Sian,FATAL,WILL,ATK,ATK,ATK,ACC > SPD > HP > ATK > DEF > CR > RES > CD,FATAL > SWIFT > FOCUS > WILL > DESTROY > ENERGY > GUARD > NEMESIS > SHIELD > VIOLENT,WILL > Unknown > FOCUS > SHIELD > NEMESIS > ENDURE > ENERGY > REVENGE,ATK > SPD,ATK > HP,ATK > DEF > HP,1.97,1.86,1.46,3.45,1.35,1.0,4.92,1.23,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > ATK
Sieq,Sieq,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > ATK > HP > ACC > DEF > CD > RES,SWIFT > VIOLENT > FATAL > VAMPIRE > WILL > BLADE > FIGHT > RAGE,BLADE > Unknown > SHIELD > FIGHT > WILL > REVENGE,SPD > ATK,CD > CR > ATK > DEF > HP > X,ATK > HP > DEF,1.48,1.49,1.05,2.88,4.03,1.0,1.32,1.0,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Sige,Sige,SWIFT,WILL,SPD,CD,ATK,CR > SPD > ATK > CD > HP > DEF > RES > ACC,SWIFT > RAGE > FATAL > VIOLENT > DESPAIR > WILL > BLADE > REVENGE > SHIELD,WILL > BLADE > Unknown > DESTROY > ENDURE > ENERGY > FOCUS,SPD > ATK,CD > DEF,ATK > HP,1.51,1.73,1.14,2.88,6.73,1.65,1.0,1.03,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > CD
Sigmarus,Sigmarus,FATAL,BLADE,ATK,CD,ATK,CR > SPD > HP > ACC > ATK > RES > DEF > CD,FATAL > SWIFT > RAGE > VIOLENT > BLADE > ENERGY > WILL > ACCURACY > FOCUS > SHIELD > VAMPIRE,BLADE > WILL > NEMESIS > Unknown > ENDURE > ENERGY > FOCUS > GUARD > ACCURACY > DESTROY > FIGHT > SHIELD,ATK > SPD,CD > ATK > CR,ATK > HP > ACC,1.52,1.15,1.02,1.82,2.64,1.0,1.42,1.04,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ACC
Sigrid / Dark Eivor,Sigrid / Dark Eivor,SWIFT,WILL,SPD,HP,HP,SPD > ACC > HP > CR > DEF > RES > ATK > CD,SWIFT > VIOLENT,WILL > Unknown > SHIELD,SPD,HP > ATK > CR,HP > ATK,1.79,1.44,1.62,4.33,1.68,1.0,2.08,1.49,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Silia,Silia,SWIFT,FOCUS,SPD,HP,ACC,ACC > SPD > CR > RES > HP > DEF > CD > ATK,SWIFT > DESPAIR > FOCUS > RAGE > VIOLENT > DESTROY > ENERGY > FATAL > WILL,FOCUS > BLADE > DESTROY > Unknown > WILL > ENDURE > ENERGY > FIGHT > REVENGE,SPD > ATK,HP > CD > CR > ATK > DEF,ACC > ATK > HP > DEF > X,1.37,1.0,1.15,2.14,2.02,1.06,2.74,1.95,,ACC > SPD,ACC > SPD > CR,ACC > SPD > CR > RES
Silver,Silver,GUARD,GUARD,SPD,CD,DEF,CR > SPD > ACC > HP > RES > DEF > CD > ATK,GUARD > BLADE > VAMPIRE > RAGE > ENERGY > NEMESIS > ENDURE > ENHANCE > FIGHT > REVENGE > SWIFT > VIOLENT,GUARD > DESTROY > BLADE > FIGHT > REVENGE > Unknown > ENERGY > FOCUS > NEMESIS > WILL,SPD > DEF > HP,CD > DEF > HP > X,DEF > HP,1.58,1.0,1.24,2.28,2.87,1.21,1.75,1.58,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > HP
Sin,Sin,VAMPIRE,DESTROY,SPD,DEF,DEF,SPD > HP > CR > ACC > DEF > RES > ATK > CD,VAMPIRE > REVENGE > SWIFT > ENDURE > GUARD > DESTROY > ENERGY > FOCUS > NEMESIS > VIOLENT,DESTROY > REVENGE > BLADE > ENERGY > GUARD > NEMESIS > ENDURE > FOCUS > SHIELD > Unknown,SPD > DEF > HP,DEF > CD > HP > CR,DEF > HP > ATK,2.31,1.21,1.57,2.96,2.16,1.0,1.85,1.49,,SPD > HP,SPD > HP > CR,SPD > HP > CR > ACC
Sisroo,Sisroo,REVENGE,REVENGE,HP,DEF,DEF,RES > ACC > CR > HP > DEF > SPD > ATK > CD,REVENGE,REVENGE,HP,DEF,DEF,2.0,1.14,1.6,1.33,2.67,1.0,4.0,8.0,,RES > ACC,RES > ACC > CR,RES > ACC > CR > HP
Skogul,Skogul,VIOLENT,WILL,SPD,HP,HP,SPD > RES > HP > DEF > ACC > CR > ATK > CD,VIOLENT > SWIFT > VAMPIRE > DESTROY > ENERGY,WILL > DESTROY > ENDURE > Unknown > ENERGY > NEMESIS > SHIELD,SPD > HP,HP,HP > DEF,2.49,1.12,1.78,4.39,1.24,1.0,1.72,2.75,,SPD > RES,SPD > RES > HP,SPD > RES > HP > DEF
Smicer,Smicer,VIOLENT,WILL,SPD,ATK,ATK,ACC > SPD > CR > HP > ATK > DEF > RES > CD,VIOLENT > NEMESIS > REVENGE > SHIELD > SWIFT > UNKNOWN,WILL > Unknown > NEMESIS > ENERGY > REVENGE,SPD,ATK > HP,ATK > HP > DEF > Unknown,1.69,1.39,1.36,2.34,1.99,1.0,4.83,1.31,,ACC > SPD,ACC > SPD > CR,ACC > SPD > CR > HP
Smokey,Smokey,DESPAIR,BLADE,SPD,CD,ATK,CR > ACC > SPD > RES > ATK > HP > DEF > CD,DESPAIR > SWIFT > VIOLENT > RAGE > DETERMINATION > ENERGY > FATAL > FIGHT > FOCUS > NEMESIS > REVENGE,BLADE > FOCUS > REVENGE > WILL > DESTROY > DETERMINATION > ENERGY > GUARD > NEMESIS > SHIELD > Unknown,SPD > ATK,CD > HP > ATK > CR,ATK > HP,1.16,1.22,1.05,1.82,3.31,1.0,2.39,1.5,,CR > ACC,CR > ACC > SPD,CR > ACC > SPD > RES
Soha,Soha,SWIFT,WILL,SPD,CD,ATK,ACC > SPD > CR > HP > DEF > ATK > RES > CD,SWIFT > DESPAIR > FATAL > VIOLENT > WILL > ENERGY > FOCUS > GUARD > RAGE > SHIELD,WILL > FOCUS > BLADE > Unknown > ENDURE > REVENGE > SHIELD > GUARD,SPD > ATK > DEF > HP,CD > ATK > HP > CR > DEF > X,ATK > ACC > HP > DEF,1.47,1.24,1.27,2.92,2.18,1.0,2.99,1.1,,ACC > SPD,ACC > SPD > CR,ACC > SPD > CR > HP
Solveig / Fire Eivor,Solveig / Fire Eivor,VIOLENT,DESTROY,SPD,HP,HP,ACC > SPD > CR > HP > ATK > DEF > RES > CD,VIOLENT > DESPAIR > BLADE > GUARD > SHIELD > SWIFT > VAMPIRE,DESTROY > NEMESIS > REVENGE > Unknown > ENERGY > FOCUS,SPD > HP,HP > CD > CR,HP > Unknown,2.0,1.57,1.44,2.4,2.18,1.0,2.88,1.07,,ACC > SPD,ACC > SPD > CR,ACC > SPD > CR > HP
Son Zhang Lao,Son Zhang Lao,VIOLENT,WILL,SPD,CD,HP,SPD > ACC > CR > HP > DEF > ATK > RES > CD,VIOLENT > SWIFT,WILL > BLADE > FOCUS > REVENGE > SHIELD > Unknown > FIGHT,SPD > HP,CD > HP > CR > DEF,HP > ATK > ACC > DEF,2.34,1.28,1.35,2.98,2.34,1.0,2.89,1.16,,SPD > ACC,SPD > ACC > CR,SPD > ACC > CR > HP
